#    n         h                k                l
  1776  -0.61877685E+01  -0.15024811E-02   0.10543880E-02
  1777  -0.61878479E+01  -0.15016623E-02   0.10538282E-02
  1778  -0.61879271E+01  -0.15008443E-02   0.10532688E-02
  1779  -0.61880060E+01  -0.15000272E-02   0.10527100E-02
  1780  -0.61880846E+01  -0.14992109E-02   0.10521516E-02
  1781  -0.61881630E+01  -0.14983954E-02   0.10515938E-02
  1782  -0.61882411E+01  -0.14975807E-02   0.10510365E-02
  1783  -0.61883188E+01  -0.14967669E-02   0.10504797E-02
  1784  -0.61883963E+01  -0.14959538E-02   0.10499234E-02
  1785  -0.61884736E+01  -0.14951417E-02   0.10493676E-02
  1786  -0.61885505E+01  -0.14943303E-02   0.10488124E-02
  1787  -0.61886272E+01  -0.14935197E-02   0.10482576E-02
  1788  -0.61887036E+01  -0.14927100E-02   0.10477033E-02
  1789  -0.61887798E+01  -0.14919011E-02   0.10471496E-02
  1790  -0.61888556E+01  -0.14910929E-02   0.10465964E-02
  1791  -0.61889312E+01  -0.14902857E-02   0.10460436E-02
  1792  -0.61890065E+01  -0.14894792E-02   0.10454914E-02
  1793  -0.61890816E+01  -0.14886735E-02   0.10449397E-02
  1794  -0.61891564E+01  -0.14878687E-02   0.10443885E-02
  1795  -0.61892309E+01  -0.14870646E-02   0.10438378E-02
  1796  -0.61893051E+01  -0.14862614E-02   0.10432876E-02
  1797  -0.61893791E+01  -0.14854590E-02   0.10427379E-02
  1798  -0.61894529E+01  -0.14846573E-02   0.10421887E-02
  1799  -0.61895263E+01  -0.14838565E-02   0.10416401E-02
  1800  -0.61895995E+01  -0.14830565E-02   0.10410919E-02
  1801  -0.61896724E+01  -0.14822573E-02   0.10405442E-02
  1802  -0.61897451E+01  -0.14814589E-02   0.10399970E-02
  1803  -0.61898175E+01  -0.14806613E-02   0.10394503E-02
  1804  -0.61898897E+01  -0.14798645E-02   0.10389042E-02
  1805  -0.61899616E+01  -0.14790686E-02   0.10383585E-02
  1806  -0.61900332E+01  -0.14782734E-02   0.10378133E-02
  1807  -0.61901046E+01  -0.14774790E-02   0.10372687E-02
  1808  -0.61901757E+01  -0.14766854E-02   0.10367245E-02
  1809  -0.61902466E+01  -0.14758926E-02   0.10361808E-02
  1810  -0.61903172E+01  -0.14751005E-02   0.10356376E-02
  1811  -0.61903876E+01  -0.14743093E-02   0.10350950E-02
  1812  -0.61904577E+01  -0.14735189E-02   0.10345528E-02
  1813  -0.61905276E+01  -0.14727293E-02   0.10340111E-02
  1814  -0.61905972E+01  -0.14719404E-02   0.10334699E-02
  1815  -0.61906666E+01  -0.14711524E-02   0.10329292E-02
  1816  -0.61907357E+01  -0.14703651E-02   0.10323890E-02
  1817  -0.61908046E+01  -0.14695787E-02   0.10318493E-02
  1818  -0.61908732E+01  -0.14687930E-02   0.10313101E-02
  1819  -0.61909416E+01  -0.14680081E-02   0.10307714E-02
  1820  -0.61910097E+01  -0.14672240E-02   0.10302332E-02
  1821  -0.61910776E+01  -0.14664406E-02   0.10296955E-02
  1822  -0.61911452E+01  -0.14656581E-02   0.10291582E-02
  1823  -0.61912126E+01  -0.14648763E-02   0.10286215E-02
  1824  -0.61912798E+01  -0.14640953E-02   0.10280852E-02
  1825  -0.61913467E+01  -0.14633151E-02   0.10275495E-02
  1826  -0.61914134E+01  -0.14625357E-02   0.10270142E-02
  1827  -0.61914799E+01  -0.14617570E-02   0.10264794E-02
  1828  -0.61915461E+01  -0.14609791E-02   0.10259451E-02
  1829  -0.61916120E+01  -0.14602020E-02   0.10254113E-02
  1830  -0.61916778E+01  -0.14594257E-02   0.10248780E-02
  1831  -0.61917433E+01  -0.14586502E-02   0.10243452E-02
  1832  -0.61918085E+01  -0.14578754E-02   0.10238129E-02
  1833  -0.61918736E+01  -0.14571014E-02   0.10232810E-02
  1834  -0.61919384E+01  -0.14563281E-02   0.10227497E-02
  1835  -0.61920029E+01  -0.14555557E-02   0.10222188E-02
  1836  -0.61920673E+01  -0.14547839E-02   0.10216884E-02
  1837  -0.61921314E+01  -0.14540130E-02   0.10211585E-02
  1838  -0.61921952E+01  -0.14532428E-02   0.10206291E-02
  1839  -0.61922589E+01  -0.14524734E-02   0.10201001E-02
  1840  -0.61923223E+01  -0.14517048E-02   0.10195717E-02
  1841  -0.61923855E+01  -0.14509369E-02   0.10190437E-02
  1842  -0.61924484E+01  -0.14501698E-02   0.10185162E-02
  1843  -0.61925112E+01  -0.14494035E-02   0.10179892E-02
  1844  -0.61925737E+01  -0.14486379E-02   0.10174627E-02
  1845  -0.61926360E+01  -0.14478730E-02   0.10169366E-02
  1846  -0.61926980E+01  -0.14471090E-02   0.10164111E-02
  1847  -0.61927599E+01  -0.14463456E-02   0.10158860E-02
  1848  -0.61928215E+01  -0.14455831E-02   0.10153614E-02
  1849  -0.61928829E+01  -0.14448213E-02   0.10148373E-02
  1850  -0.61929441E+01  -0.14440602E-02   0.10143136E-02
  1851  -0.61930050E+01  -0.14432999E-02   0.10137905E-02
  1852  -0.61930658E+01  -0.14425404E-02   0.10132678E-02
  1853  -0.61931263E+01  -0.14417816E-02   0.10127456E-02
  1854  -0.61931866E+01  -0.14410235E-02   0.10122238E-02
  1855  -0.61932467E+01  -0.14402662E-02   0.10117026E-02
  1856  -0.61933066E+01  -0.14395097E-02   0.10111818E-02
  1857  -0.61933662E+01  -0.14387539E-02   0.10106615E-02
  1858  -0.61934257E+01  -0.14379988E-02   0.10101416E-02
  1859  -0.61934849E+01  -0.14372445E-02   0.10096223E-02
  1860  -0.61935439E+01  -0.14364910E-02   0.10091034E-02
  1861  -0.61936027E+01  -0.14357382E-02   0.10085850E-02
  1862  -0.61936613E+01  -0.14349861E-02   0.10080671E-02
  1863  -0.61937197E+01  -0.14342348E-02   0.10075496E-02
  1864  -0.61937778E+01  -0.14334842E-02   0.10070326E-02
  1865  -0.61938358E+01  -0.14327343E-02   0.10065161E-02
  1866  -0.61938936E+01  -0.14319852E-02   0.10060000E-02
  1867  -0.61939511E+01  -0.14312368E-02   0.10054845E-02
  1868  -0.61940085E+01  -0.14304892E-02   0.10049694E-02
  1869  -0.61940656E+01  -0.14297423E-02   0.10044547E-02
  1870  -0.61941225E+01  -0.14289961E-02   0.10039405E-02
  1871  -0.61941792E+01  -0.14282507E-02   0.10034268E-02
  1872  -0.61942358E+01  -0.14275060E-02   0.10029136E-02
  1873  -0.61942921E+01  -0.14267620E-02   0.10024009E-02
  1874  -0.61943482E+01  -0.14260188E-02   0.10018886E-02
  1875  -0.61944041E+01  -0.14252762E-02   0.10013767E-02
  1876  -0.61944598E+01  -0.14245345E-02   0.10008654E-02
  1877  -0.61945153E+01  -0.14237934E-02   0.10003545E-02
  1878  -0.61945707E+01  -0.14230531E-02   0.99984403E-03
  1879  -0.61946258E+01  -0.14223135E-02   0.99933406E-03
  1880  -0.61946807E+01  -0.14215746E-02   0.99882455E-03
  1881  -0.61947354E+01  -0.14208365E-02   0.99831551E-03
  1882  -0.61947899E+01  -0.14200990E-02   0.99780694E-03
  1883  -0.61948442E+01  -0.14193623E-02   0.99729882E-03
  1884  -0.61948984E+01  -0.14186264E-02   0.99679117E-03
  1885  -0.61949523E+01  -0.14178911E-02   0.99628398E-03
  1886  -0.61950061E+01  -0.14171566E-02   0.99577725E-03
  1887  -0.61950596E+01  -0.14164227E-02   0.99527099E-03
  1888  -0.61951130E+01  -0.14156896E-02   0.99476518E-03
  1889  -0.61951661E+01  -0.14149573E-02   0.99425983E-03
  1890  -0.61952191E+01  -0.14142256E-02   0.99375495E-03
  1891  -0.61952719E+01  -0.14134946E-02   0.99325052E-03
  1892  -0.61953245E+01  -0.14127644E-02   0.99274655E-03
  1893  -0.61953769E+01  -0.14120349E-02   0.99224304E-03
  1894  -0.61954291E+01  -0.14113060E-02   0.99173998E-03
  1895  -0.61954811E+01  -0.14105779E-02   0.99123739E-03
  1896  -0.61955329E+01  -0.14098505E-02   0.99073525E-03
  1897  -0.61955846E+01  -0.14091239E-02   0.99023357E-03
  1898  -0.61956361E+01  -0.14083979E-02   0.98973234E-03
  1899  -0.61956873E+01  -0.14076726E-02   0.98923157E-03
  1900  -0.61957384E+01  -0.14069481E-02   0.98873125E-03
  1901  -0.61957893E+01  -0.14062242E-02   0.98823139E-03
  1902  -0.61958401E+01  -0.14055010E-02   0.98773198E-03
  1903  -0.61958906E+01  -0.14047786E-02   0.98723302E-03
  1904  -0.61959410E+01  -0.14040569E-02   0.98673452E-03
  1905  -0.61959912E+01  -0.14033358E-02   0.98623647E-03
  1906  -0.61960412E+01  -0.14026155E-02   0.98573887E-03
  1907  -0.61960910E+01  -0.14018958E-02   0.98524172E-03
  1908  -0.61961406E+01  -0.14011769E-02   0.98474503E-03
  1909  -0.61961901E+01  -0.14004587E-02   0.98424878E-03
  1910  -0.61962394E+01  -0.13997411E-02   0.98375299E-03
  1911  -0.61962885E+01  -0.13990243E-02   0.98325764E-03
  1912  -0.61963374E+01  -0.13983081E-02   0.98276275E-03
  1913  -0.61963862E+01  -0.13975927E-02   0.98226830E-03
  1914  -0.61964347E+01  -0.13968779E-02   0.98177430E-03
  1915  -0.61964831E+01  -0.13961638E-02   0.98128075E-03
  1916  -0.61965314E+01  -0.13954504E-02   0.98078764E-03
  1917  -0.61965794E+01  -0.13947378E-02   0.98029499E-03
  1918  -0.61966273E+01  -0.13940258E-02   0.97980277E-03
  1919  -0.61966750E+01  -0.13933145E-02   0.97931101E-03
  1920  -0.61967226E+01  -0.13926038E-02   0.97881969E-03
  1921  -0.61967699E+01  -0.13918939E-02   0.97832881E-03
  1922  -0.61968171E+01  -0.13911847E-02   0.97783838E-03
  1923  -0.61968641E+01  -0.13904761E-02   0.97734840E-03
  1924  -0.61969110E+01  -0.13897682E-02   0.97685885E-03
  1925  -0.61969577E+01  -0.13890610E-02   0.97636975E-03
  1926  -0.61970042E+01  -0.13883545E-02   0.97588110E-03
  1927  -0.61970506E+01  -0.13876487E-02   0.97539288E-03
  1928  -0.61970967E+01  -0.13869436E-02   0.97490511E-03
  1929  -0.61971428E+01  -0.13862391E-02   0.97441777E-03
  1930  -0.61971886E+01  -0.13855353E-02   0.97393088E-03
  1931  -0.61972343E+01  -0.13848322E-02   0.97344443E-03
  1932  -0.61972798E+01  -0.13841298E-02   0.97295842E-03
  1933  -0.61973252E+01  -0.13834281E-02   0.97247285E-03
  1934  -0.61973704E+01  -0.13827270E-02   0.97198771E-03
  1935  -0.61974154E+01  -0.13820266E-02   0.97150302E-03
  1936  -0.61974602E+01  -0.13813269E-02   0.97101876E-03
  1937  -0.61975050E+01  -0.13806278E-02   0.97053494E-03
  1938  -0.61975495E+01  -0.13799294E-02   0.97005156E-03
  1939  -0.61975939E+01  -0.13792317E-02   0.96956861E-03
  1940  -0.61976381E+01  -0.13785347E-02   0.96908610E-03
  1941  -0.61976822E+01  -0.13778384E-02   0.96860403E-03
  1942  -0.61977261E+01  -0.13771427E-02   0.96812239E-03
  1943  -0.61977698E+01  -0.13764476E-02   0.96764118E-03
  1944  -0.61978134E+01  -0.13757533E-02   0.96716041E-03
  1945  -0.61978568E+01  -0.13750596E-02   0.96668007E-03
  1946  -0.61979001E+01  -0.13743666E-02   0.96620017E-03
  1947  -0.61979432E+01  -0.13736742E-02   0.96572070E-03
  1948  -0.61979862E+01  -0.13729825E-02   0.96524166E-03
  1949  -0.61980290E+01  -0.13722915E-02   0.96476305E-03
  1950  -0.61980716E+01  -0.13716011E-02   0.96428488E-03
  1951  -0.61981141E+01  -0.13709114E-02   0.96380713E-03
  1952  -0.61981565E+01  -0.13702224E-02   0.96332982E-03
  1953  -0.61981987E+01  -0.13695340E-02   0.96285294E-03
  1954  -0.61982407E+01  -0.13688462E-02   0.96237648E-03
  1955  -0.61982826E+01  -0.13681592E-02   0.96190046E-03
  1956  -0.61983243E+01  -0.13674727E-02   0.96142486E-03
  1957  -0.61983659E+01  -0.13667870E-02   0.96094969E-03
  1958  -0.61984074E+01  -0.13661019E-02   0.96047495E-03
  1959  -0.61984486E+01  -0.13654174E-02   0.96000064E-03
  1960  -0.61984898E+01  -0.13647336E-02   0.95952675E-03
  1961  -0.61985308E+01  -0.13640505E-02   0.95905329E-03
  1962  -0.61985716E+01  -0.13633680E-02   0.95858026E-03
  1963  -0.61986123E+01  -0.13626862E-02   0.95810765E-03
  1964  -0.61986529E+01  -0.13620050E-02   0.95763547E-03
  1965  -0.61986932E+01  -0.13613245E-02   0.95716371E-03
  1966  -0.61987335E+01  -0.13606446E-02   0.95669237E-03
  1967  -0.61987736E+01  -0.13599653E-02   0.95622146E-03
  1968  -0.61988136E+01  -0.13592867E-02   0.95575097E-03
  1969  -0.61988534E+01  -0.13586088E-02   0.95528091E-03
  1970  -0.61988931E+01  -0.13579315E-02   0.95481126E-03
  1971  -0.61989326E+01  -0.13572548E-02   0.95434204E-03
  1972  -0.61989720E+01  -0.13565788E-02   0.95387324E-03
  1973  -0.61990112E+01  -0.13559034E-02   0.95340486E-03
  1974  -0.61990503E+01  -0.13552287E-02   0.95293691E-03
  1975  -0.61990893E+01  -0.13545546E-02   0.95246937E-03
  1976  -0.61991281E+01  -0.13538812E-02   0.95200225E-03
  1977  -0.61991668E+01  -0.13532084E-02   0.95153555E-03
  1978  -0.61992053E+01  -0.13525362E-02   0.95106927E-03
  1979  -0.61992437E+01  -0.13518647E-02   0.95060340E-03
  1980  -0.61992820E+01  -0.13511938E-02   0.95013796E-03
  1981  -0.61993201E+01  -0.13505235E-02   0.94967293E-03
  1982  -0.61993581E+01  -0.13498539E-02   0.94920832E-03
  1983  -0.61993960E+01  -0.13491849E-02   0.94874413E-03
  1984  -0.61994337E+01  -0.13485166E-02   0.94828035E-03
  1985  -0.61994713E+01  -0.13478489E-02   0.94781698E-03
  1986  -0.61995087E+01  -0.13471818E-02   0.94735403E-03
  1987  -0.61995460E+01  -0.13465153E-02   0.94689150E-03
  1988  -0.61995832E+01  -0.13458495E-02   0.94642938E-03
  1989  -0.61996202E+01  -0.13451843E-02   0.94596768E-03
  1990  -0.61996571E+01  -0.13445197E-02   0.94550638E-03
  1991  -0.61996939E+01  -0.13438558E-02   0.94504550E-03
  1992  -0.61997305E+01  -0.13431925E-02   0.94458504E-03
  1993  -0.61997670E+01  -0.13425298E-02   0.94412498E-03
  1994  -0.61998034E+01  -0.13418677E-02   0.94366534E-03
  1995  -0.61998396E+01  -0.13412063E-02   0.94320610E-03
  1996  -0.61998757E+01  -0.13405455E-02   0.94274728E-03
  1997  -0.61999117E+01  -0.13398853E-02   0.94228887E-03
  1998  -0.61999476E+01  -0.13392257E-02   0.94183087E-03
  1999  -0.61999833E+01  -0.13385668E-02   0.94137327E-03
  2000  -0.62000189E+01  -0.13379085E-02   0.94091609E-03
  2001  -0.62000543E+01  -0.13372508E-02   0.94045931E-03
  2002  -0.62000897E+01  -0.13365937E-02   0.94000294E-03
  2003  -0.62001249E+01  -0.13359372E-02   0.93954698E-03
  2004  -0.62001600E+01  -0.13352814E-02   0.93909143E-03
  2005  -0.62001949E+01  -0.13346262E-02   0.93863628E-03
  2006  -0.62002297E+01  -0.13339716E-02   0.93818154E-03
  2007  -0.62002644E+01  -0.13333176E-02   0.93772720E-03
  2008  -0.62002990E+01  -0.13326642E-02   0.93727327E-03
  2009  -0.62003335E+01  -0.13320114E-02   0.93681975E-03
  2010  -0.62003678E+01  -0.13313593E-02   0.93636663E-03
  2011  -0.62004020E+01  -0.13307077E-02   0.93591391E-03
  2012  -0.62004360E+01  -0.13300568E-02   0.93546159E-03
  2013  -0.62004700E+01  -0.13294065E-02   0.93500968E-03
  2014  -0.62005038E+01  -0.13287568E-02   0.93455818E-03
  2015  -0.62005375E+01  -0.13281077E-02   0.93410707E-03
  2016  -0.62005711E+01  -0.13274592E-02   0.93365637E-03
  2017  -0.62006046E+01  -0.13268113E-02   0.93320606E-03
  2018  -0.62006379E+01  -0.13261640E-02   0.93275616E-03
  2019  -0.62006711E+01  -0.13255173E-02   0.93230666E-03
  2020  -0.62007042E+01  -0.13248713E-02   0.93185756E-03
  2021  -0.62007372E+01  -0.13242258E-02   0.93140885E-03
  2022  -0.62007701E+01  -0.13235809E-02   0.93096055E-03
  2023  -0.62008028E+01  -0.13229367E-02   0.93051265E-03
  2024  -0.62008355E+01  -0.13222930E-02   0.93006514E-03
  2025  -0.62008680E+01  -0.13216500E-02   0.92961803E-03
  2026  -0.62009004E+01  -0.13210075E-02   0.92917132E-03
  2027  -0.62009326E+01  -0.13203657E-02   0.92872500E-03
  2028  -0.62009648E+01  -0.13197244E-02   0.92827909E-03
  2029  -0.62009968E+01  -0.13190838E-02   0.92783356E-03
  2030  -0.62010287E+01  -0.13184437E-02   0.92738844E-03
  2031  -0.62010606E+01  -0.13178042E-02   0.92694371E-03
  2032  -0.62010922E+01  -0.13171654E-02   0.92649937E-03
  2033  -0.62011238E+01  -0.13165271E-02   0.92605543E-03
  2034  -0.62011553E+01  -0.13158894E-02   0.92561188E-03
  2035  -0.62011866E+01  -0.13152524E-02   0.92516872E-03
  2036  -0.62012179E+01  -0.13146159E-02   0.92472596E-03
  2037  -0.62012490E+01  -0.13139800E-02   0.92428359E-03
  2038  -0.62012800E+01  -0.13133447E-02   0.92384162E-03
  2039  -0.62013109E+01  -0.13127100E-02   0.92340003E-03
  2040  -0.62013417E+01  -0.13120758E-02   0.92295884E-03
  2041  -0.62013724E+01  -0.13114423E-02   0.92251803E-03
  2042  -0.62014029E+01  -0.13108094E-02   0.92207762E-03
  2043  -0.62014334E+01  -0.13101770E-02   0.92163760E-03
  2044  -0.62014637E+01  -0.13095452E-02   0.92119796E-03
  2045  -0.62014940E+01  -0.13089140E-02   0.92075872E-03
  2046  -0.62015241E+01  -0.13082834E-02   0.92031986E-03
  2047  -0.62015541E+01  -0.13076534E-02   0.91988140E-03
  2048  -0.62015840E+01  -0.13070240E-02   0.91944332E-03
  2049  -0.62016138E+01  -0.13063951E-02   0.91900562E-03
  2050  -0.62016435E+01  -0.13057669E-02   0.91856832E-03
  2051  -0.62016731E+01  -0.13051392E-02   0.91813140E-03
  2052  -0.62017025E+01  -0.13045121E-02   0.91769487E-03
  2053  -0.62017319E+01  -0.13038856E-02   0.91725872E-03
  2054  -0.62017612E+01  -0.13032596E-02   0.91682296E-03
  2055  -0.62017903E+01  -0.13026343E-02   0.91638758E-03
  2056  -0.62018194E+01  -0.13020095E-02   0.91595259E-03
  2057  -0.62018483E+01  -0.13013853E-02   0.91551798E-03
  2058  -0.62018772E+01  -0.13007616E-02   0.91508376E-03
  2059  -0.62019059E+01  -0.13001386E-02   0.91464992E-03
  2060  -0.62019345E+01  -0.12995161E-02   0.91421646E-03
  2061  -0.62019631E+01  -0.12988942E-02   0.91378338E-03
  2062  -0.62019915E+01  -0.12982729E-02   0.91335069E-03
  2063  -0.62020198E+01  -0.12976521E-02   0.91291837E-03
  2064  -0.62020480E+01  -0.12970319E-02   0.91248644E-03
  2065  -0.62020762E+01  -0.12964123E-02   0.91205489E-03
  2066  -0.62021042E+01  -0.12957932E-02   0.91162372E-03
  2067  -0.62021321E+01  -0.12951748E-02   0.91119293E-03
  2068  -0.62021599E+01  -0.12945569E-02   0.91076252E-03
  2069  -0.62021876E+01  -0.12939395E-02   0.91033248E-03
  2070  -0.62022152E+01  -0.12933227E-02   0.90990283E-03
  2071  -0.62022427E+01  -0.12927065E-02   0.90947355E-03
  2072  -0.62022702E+01  -0.12920909E-02   0.90904465E-03
  2073  -0.62022975E+01  -0.12914758E-02   0.90861613E-03
  2074  -0.62023247E+01  -0.12908613E-02   0.90818799E-03
  2075  -0.62023518E+01  -0.12902474E-02   0.90776022E-03
  2076  -0.62023788E+01  -0.12896340E-02   0.90733283E-03
  2077  -0.62024057E+01  -0.12890212E-02   0.90690581E-03
  2078  -0.62024326E+01  -0.12884089E-02   0.90647917E-03
  2079  -0.62024593E+01  -0.12877972E-02   0.90605290E-03
  2080  -0.62024859E+01  -0.12871861E-02   0.90562701E-03
  2081  -0.62025125E+01  -0.12865755E-02   0.90520149E-03
  2082  -0.62025389E+01  -0.12859655E-02   0.90477635E-03
  2083  -0.62025652E+01  -0.12853561E-02   0.90435158E-03
  2084  -0.62025915E+01  -0.12847472E-02   0.90392718E-03
  2085  -0.62026176E+01  -0.12841388E-02   0.90350315E-03
  2086  -0.62026437E+01  -0.12835311E-02   0.90307950E-03
  2087  -0.62026697E+01  -0.12829238E-02   0.90265621E-03
  2088  -0.62026955E+01  -0.12823172E-02   0.90223330E-03
  2089  -0.62027213E+01  -0.12817110E-02   0.90181076E-03
  2090  -0.62027470E+01  -0.12811055E-02   0.90138859E-03
  2091  -0.62027726E+01  -0.12805005E-02   0.90096679E-03
  2092  -0.62027981E+01  -0.12798960E-02   0.90054535E-03
  2093  -0.62028235E+01  -0.12792921E-02   0.90012429E-03
  2094  -0.62028488E+01  -0.12786887E-02   0.89970360E-03
  2095  -0.62028740E+01  -0.12780859E-02   0.89928327E-03
  2096  -0.62028991E+01  -0.12774837E-02   0.89886331E-03
  2097  -0.62029242E+01  -0.12768820E-02   0.89844372E-03
  2098  -0.62029491E+01  -0.12762808E-02   0.89802450E-03
  2099  -0.62029740E+01  -0.12756802E-02   0.89760564E-03
  2100  -0.62029987E+01  -0.12750801E-02   0.89718715E-03
  2101  -0.62030234E+01  -0.12744806E-02   0.89676902E-03
  2102  -0.62030480E+01  -0.12738816E-02   0.89635126E-03
  2103  -0.62030725E+01  -0.12732832E-02   0.89593386E-03
  2104  -0.62030969E+01  -0.12726853E-02   0.89551683E-03
  2105  -0.62031212E+01  -0.12720880E-02   0.89510016E-03
  2106  -0.62031455E+01  -0.12714912E-02   0.89468386E-03
  2107  -0.62031696E+01  -0.12708949E-02   0.89426792E-03
  2108  -0.62031937E+01  -0.12702992E-02   0.89385234E-03
  2109  -0.62032177E+01  -0.12697040E-02   0.89343713E-03
  2110  -0.62032415E+01  -0.12691094E-02   0.89302227E-03
  2111  -0.62032653E+01  -0.12685153E-02   0.89260778E-03
  2112  -0.62032890E+01  -0.12679217E-02   0.89219365E-03
  2113  -0.62033127E+01  -0.12673287E-02   0.89177988E-03
  2114  -0.62033362E+01  -0.12667362E-02   0.89136648E-03
  2115  -0.62033597E+01  -0.12661442E-02   0.89095343E-03
